0.000,17.393,1.681,188.678,2294.442,87.580,10.921,1727.535,2083.844,0.000,2.150,165.111,13.730,0.833,0.618,108.266,40.635,124.364,1.998,0.704,39.638,49.069,0.699
21.976,0.000,0.486,1266.323,9.238,68.543,35.551,29.176,24.884,0.000,42.303,1061.354,77.243,62.294,0.702,48.022,333.010,780.249,83.620,24.906,44.458,24.289,0.000
72.223,86.890,0.000,483.751,4.616,0.027,21.472,1.236,1.771,0.000,1544.715,166.335,7.242,384.399,1.398,19.938,105.112,858.947,20.676,1.442,91.516,9.307,0.009
144.942,694.697,1.059,0.000,32.218,0.237,90.903,12.838,46.162,0.000,97.898,603.910,5.905,13.798,9.329,43.797,407.809,22.493,62.452,66.073,94.907,100.788,0.000
3.512,1415.405,1.176,76.155,0.000,0.157,3.352,11.103,13.519,0.000,17.079,3494.873,15.011,0.573,2.223,4.705,1256.168,1.687,0.331,24.260,6.373,50.272,1.076
0.329,23.497,0.000,5.300,0.252,0.000,0.017,0.086,0.000,0.000,0.004,105.008,0.859,0.000,0.000,0.125,13.768,0.000,0.045,0.000,0.230,0.124,0.005
38.680,94.719,3.567,395.674,18.448,0.159,0.000,4.635,8.334,0.000,19.575,48.422,3.647,1.606,2.195,7.657,81.351,3.185,7.761,19.899,106.739,50.489,0.853
2.757,1353.846,0.028,67.401,25.368,0.010,0.602,0.000,5.852,0.000,6.174,3285.660,3.003,0.000,1.335,9.567,1292.794,0.983,1.366,6.714,6.786,10.154,18.651
2.417,1811.656,0.446,164.665,69.882,0.202,1.428,2.666,0.000,0.000,11.103,4829.103,89.302,0.160,87.220,6.455,1722.565,5.102,0.639,10.575,5.566,29.859,0.248
16.912,292.034,122.583,0.000,26.606,0.081,181.950,9.328,43.480,0.000,37.896,133.975,0.000,7.003,7.667,15.999,234.989,48.714,9.427,34.785,268.991,58.213,0.000
5.461,1805.464,3.449,203.063,24.679,0.305,1.541,21.489,11.269,0.000,0.000,4479.475,17.396,0.460,4.098,12.116,1596.943,5.151,1.135,18.683,6.705,29.760,1.594
80.496,863.761,73.391,1260.100,43.413,0.022,26.211,30.305,86.271,0.000,34.333,0.000,173.009,1.910,7.471,48.106,834.258,2.631,60.257,125.346,114.672,115.722,77.144
34.580,811.305,49.158,0.000,80.771,2.833,70.787,19.856,163.638,0.000,113.600,1235.750,0.000,9.977,56.593,69.185,2780.397,52.109,84.665,227.302,133.888,316.631,0.223
0.296,69.074,0.351,24.085,0.036,0.000,0.795,0.005,0.598,0.000,0.146,218.837,0.364,0.000,0.000,0.110,101.557,0.126,0.054,0.004,2.142,0.044,0.000
7.062,1.505,0.088,33.099,22.709,0.000,21.992,0.286,5.274,0.000,1.013,51.499,4.934,0.000,0.000,0.000,0.589,0.052,0.049,0.000,0.995,0.000,0.075
125.077,6.848,0.012,62.436,41.702,0.011,34.340,59.446,47.845,0.000,2.952,52.848,7.766,3.015,0.000,0.000,13.450,0.046,21.677,0.000,2.470,0.039,0.012
32.016,161.007,143.850,1504.138,2183.071,0.967,25.359,1708.975,2131.949,0.000,1226.447,76.048,313.414,258.290,1.481,35.376,0.000,140.652,2.622,62.773,78.156,113.080,0.622
5.714,327.741,0.693,40.159,6.704,0.000,0.158,1.079,0.672,0.000,2.823,1057.662,2.178,0.133,0.000,0.075,434.072,0.000,0.204,0.607,11.788,3.323,0.011
16.828,6.930,0.017,220.651,0.890,0.278,36.453,0.421,1.931,0.000,0.379,147.333,15.470,0.126,0.021,61.064,2.417,1.573,0.000,0.443,5.012,9.840,0.000
1.493,68.472,12.621,105.569,36.291,0.000,0.411,24.230,75.702,0.000,7.135,50.990,21.093,0.014,0.000,0.000,12.379,1.035,0.429,0.000,15.171,0.000,0.589
9.722,106.116,9.719,305.315,5.372,0.042,32.165,3.991,6.358,0.000,13.095,170.579,22.511,0.684,2.072,1.483,50.536,3.342,1.675,4.985,0.000,48.548,0.065
0.619,15.535,0.798,53.557,17.003,0.008,3.259,4.328,5.730,0.000,8.321,24.971,8.017,0.007,0.000,0.182,15.453,1.937,0.583,0.000,8.340,0.000,0.014
0.467,0.496,0.000,7.023,1.297,0.005,4.389,0.402,3.606,0.000,67.060,3.790,0.955,0.000,9.000,0.396,2.418,0.000,0.005,1.997,19.155,0.692,0.000
