0.000,134.954,9.112,60.770,1460.431,103.318,56.286,614.947,1101.702,0.000,2.607,183.186,1.043,5.325,0.856,105.006,41.947,135.609,0.302,0.136,37.875,2.675,0.307
46.363,0.000,0.462,1140.277,9.694,48.530,66.981,8.730,21.882,0.000,90.809,756.946,29.716,57.467,0.600,24.683,398.504,540.575,84.903,1.687,34.890,22.935,0.000
69.232,38.523,0.000,211.727,4.706,0.000,17.940,0.268,0.823,0.000,1080.050,117.138,3.887,225.602,0.411,7.222,106.920,544.052,45.076,2.733,32.944,2.952,0.048
107.796,498.306,3.391,0.000,10.177,0.000,333.340,8.724,30.027,0.000,58.069,106.999,0.000,9.875,3.309,10.010,856.814,18.117,56.916,487.792,61.209,30.814,0.000
1.719,944.524,1.746,84.952,0.000,0.000,0.617,23.398,62.675,0.000,5.177,2156.532,5.340,0.008,2.084,2.164,729.737,0.797,0.428,44.895,2.268,60.674,1.205
0.009,15.944,0.000,0.453,0.000,0.000,0.000,0.000,0.000,0.000,0.125,78.330,0.011,0.000,0.000,0.004,9.213,0.000,0.900,0.000,0.007,0.004,0.000
23.123,64.298,2.653,268.165,8.374,0.470,0.000,6.102,2.017,0.000,9.527,46.259,1.485,0.654,3.289,3.929,162.865,2.977,2.519,3.371,18.448,54.972,0.043
1.682,840.780,0.130,67.670,4.737,0.000,0.416,0.000,4.678,0.000,0.759,2579.457,1.750,0.000,1.380,0.389,920.789,1.131,0.000,0.917,2.285,4.803,1.211
14.584,1146.416,0.055,123.949,101.558,0.005,0.277,0.208,0.000,0.000,8.793,4053.123,48.564,0.006,24.174,0.889,1627.000,6.233,1.456,9.865,18.882,65.846,0.155
4.171,214.749,149.905,0.000,6.242,0.048,127.887,4.027,26.077,0.000,38.699,121.907,0.000,4.423,5.583,10.990,192.375,3.545,19.800,43.638,110.219,107.719,0.000
5.366,1650.976,27.573,162.463,11.787,0.005,1.724,1.507,4.875,0.000,0.000,4144.104,9.497,0.798,5.737,7.444,1306.904,1.020,6.546,17.559,8.359,19.976,0.016
64.242,603.033,50.657,824.688,18.674,0.668,53.132,9.083,27.171,0.000,34.656,0.000,100.285,3.977,1.636,78.185,547.466,4.688,16.520,74.666,111.877,51.027,43.836
25.938,844.468,43.375,0.000,40.040,0.178,46.413,9.897,194.100,0.000,62.351,324.820,0.000,21.762,21.289,85.132,576.596,36.805,205.783,128.755,224.650,227.385,7.812
0.717,42.621,0.465,19.127,0.035,0.000,0.717,0.005,0.000,0.000,0.154,173.604,1.247,0.000,0.000,0.027,63.981,0.000,0.077,0.000,0.570,0.012,0.005
5.204,4.963,0.090,27.798,1.765,0.003,0.057,0.020,2.458,0.000,0.530,16.999,1.639,0.000,0.000,0.000,3.076,0.000,0.005,0.000,1.471,0.000,0.000
160.881,12.069,0.019,52.057,6.597,0.000,22.816,6.504,3.265,0.000,0.951,20.577,2.287,1.492,0.000,0.000,9.117,0.021,33.928,0.000,6.611,0.000,0.023
35.652,93.961,147.368,1304.772,1533.658,0.452,18.514,936.766,1194.044,0.000,860.476,53.262,217.513,109.276,0.354,37.340,0.000,5.651,2.416,1.813,55.619,130.158,1.095
9.507,287.766,0.144,26.268,1.050,0.000,1.331,0.159,1.920,0.000,1.180,976.168,1.094,0.229,0.016,0.177,342.214,0.000,1.150,0.258,2.245,4.412,0.005
2.942,10.216,0.000,182.278,0.608,0.442,46.261,0.000,81.192,0.000,11.888,119.065,3.127,0.004,0.000,61.298,0.688,0.038,0.000,0.468,7.097,0.211,0.008
0.334,23.457,2.339,113.577,24.305,0.000,3.064,1.982,57.091,0.000,3.701,59.249,24.923,0.007,0.000,0.000,12.412,0.007,23.841,0.000,2.482,0.000,0.005
7.037,81.349,6.945,265.423,7.116,0.331,44.446,4.636,4.847,0.000,8.169,193.958,5.850,0.722,0.348,2.836,26.117,40.968,1.142,1.526,0.000,8.389,0.084
0.347,38.365,2.571,187.962,42.728,0.021,6.239,3.588,33.086,0.000,31.771,40.371,40.223,0.156,0.000,0.008,22.475,12.867,0.814,0.000,10.045,0.000,0.113
0.535,1.084,1.135,0.442,0.019,0.000,2.088,0.462,3.745,0.000,0.418,3.102,0.195,0.000,0.000,0.027,1.239,0.000,0.139,0.400,4.355,0.668,0.000
