0.000,75.394,1.654,115.251,1739.339,64.465,13.483,852.311,1789.909,0.000,2.376,180.507,12.806,1.224,0.919,79.265,22.628,116.720,0.596,1.784,18.748,35.426,1.832
28.207,0.000,0.486,1191.366,13.979,49.884,90.908,8.556,10.287,0.000,35.324,996.278,94.420,59.738,1.286,18.105,564.036,639.318,84.011,11.645,33.916,21.511,0.379
40.652,26.599,0.000,254.081,5.033,0.000,29.117,1.862,0.223,0.000,1442.333,168.123,5.474,351.356,0.538,8.759,201.123,711.599,45.313,1.280,43.945,13.552,0.031
130.257,678.446,0.770,0.000,14.896,0.000,159.240,9.152,15.808,0.000,76.804,132.547,0.000,8.867,6.858,12.481,224.510,14.905,54.230,12.844,61.972,51.645,0.009
2.711,1318.964,0.042,53.559,0.000,0.008,0.492,8.172,11.062,0.000,7.332,2818.579,6.586,0.146,1.391,3.381,1109.667,10.144,0.451,12.730,4.972,28.161,1.600
0.016,21.430,0.000,0.439,0.267,0.000,0.022,0.000,0.465,0.000,0.033,88.142,0.040,0.000,0.000,0.022,12.360,0.000,0.025,0.011,0.016,0.000,0.003
43.891,66.492,1.153,294.075,9.560,0.048,0.000,6.010,4.286,0.000,10.283,25.140,2.855,0.559,4.381,7.944,85.533,2.536,1.466,1.715,55.265,96.072,0.444
1.854,1081.995,0.000,56.911,15.889,0.004,0.535,0.000,3.275,0.000,15.191,2783.215,5.627,0.000,2.182,2.269,1041.037,0.762,0.149,2.599,1.681,4.005,13.964
19.113,1711.697,0.017,149.287,61.751,0.038,0.896,4.691,0.000,0.000,6.157,4588.945,40.781,0.005,12.547,3.125,1686.325,2.142,1.320,16.734,2.414,26.810,0.301
3.119,217.044,186.373,0.000,7.245,0.004,144.747,4.157,58.689,0.000,34.671,122.994,0.000,42.383,5.846,15.392,184.090,16.487,10.256,23.970,115.725,133.718,0.000
3.889,1634.012,3.483,118.782,10.667,0.989,1.550,4.175,16.725,0.000,0.000,4188.067,24.041,1.009,2.487,4.647,1478.423,4.880,0.166,17.351,4.052,20.002,0.295
77.579,776.229,38.595,951.320,56.191,1.029,29.134,17.580,47.792,0.000,28.768,0.000,225.251,3.542,5.056,33.906,716.184,6.918,10.528,77.797,127.619,194.178,37.412
46.845,1115.868,44.051,0.000,59.577,0.087,203.693,23.244,142.808,0.000,132.580,1024.984,0.000,24.539,62.573,84.918,421.243,30.423,110.564,240.971,174.966,252.969,0.208
0.531,53.775,0.439,22.496,0.252,0.000,0.874,0.000,0.200,0.000,1.236,173.717,2.431,0.000,0.139,0.100,91.226,0.139,0.056,0.016,0.625,0.063,0.009
6.410,2.244,0.270,33.422,1.900,0.008,0.194,8.001,5.450,0.000,0.217,20.468,3.478,0.000,0.000,0.007,20.954,0.161,14.864,0.000,0.931,0.000,0.000
79.901,8.822,0.009,62.986,9.862,0.356,100.752,33.773,41.600,0.000,3.703,33.460,1.536,2.950,0.000,0.000,11.903,1.111,24.382,0.000,5.821,0.000,0.009
31.902,127.687,86.361,973.679,1741.156,1.092,89.469,1150.985,1693.741,0.000,1207.857,76.717,18.779,222.170,1.007,13.120,0.000,3.790,3.933,3.024,61.382,170.227,1.586
6.614,296.109,0.716,25.402,1.176,0.000,0.229,4.233,2.014,0.000,2.762,1027.057,1.408,0.012,0.016,0.294,356.622,0.000,8.622,0.532,3.729,9.054,0.043
2.845,169.050,0.007,201.540,0.171,0.267,27.324,0.200,74.621,0.000,0.179,143.640,14.047,0.000,13.929,41.844,1.487,0.204,0.000,0.487,19.388,25.435,0.000
1.097,37.823,9.049,77.271,19.079,0.384,0.537,19.932,50.414,0.000,0.732,90.355,247.357,0.004,0.000,0.000,3.698,1.301,21.913,0.000,17.226,0.008,0.019
13.118,98.549,10.852,263.463,4.437,0.013,31.251,10.888,3.894,0.000,6.828,210.775,12.246,1.577,0.776,2.928,41.498,1.900,0.969,1.195,0.000,29.354,1.080
1.555,37.539,3.338,177.922,42.897,0.006,21.458,8.253,23.004,0.000,38.581,96.679,62.381,0.745,0.000,0.146,24.526,6.553,1.102,0.000,11.103,0.000,0.159
0.311,0.021,0.725,0.143,0.022,0.005,0.325,0.806,3.766,0.000,0.134,1.645,1.662,0.144,0.003,0.036,2.802,0.134,0.005,0.049,20.477,0.505,0.000
